feature1,feature2
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
-5.5359297,20.563335
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-2.2852452,13.749778
6.9856644e-05,6.520748e-05
-3.090153,15.436894
-2.285237,13.74976
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-10.455743,30.875446
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-10.873176,31.7504
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-2.1361625,13.437295
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.935109,27.68814
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-9.769928,29.437952
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.070405,25.875689
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-8.875408,27.563005
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-9.531401,28.93799
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-8.636937,27.06316
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-9.620861,29.125502
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-8.935086,27.688091
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-9.352503,28.563013
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.070374,25.875624
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.964837,27.750452
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.964837,27.750452
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-9.978648,29.875439
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-9.91905,29.750519
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-10.396112,30.750458
6.9856644e-05,6.520748e-05
-3.0603383,15.374401
-10.396112,30.750458
6.9856644e-05,6.520748e-05
-3.0603383,15.374401
-10.604889,31.188063
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-10.366378,30.688133
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-10.038382,30.00064
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-8.428272,26.625792
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-6.3410673,22.250933
6.9856644e-05,6.520748e-05
-3.239228,15.749361
-5.95345,21.438473
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-5.714898,20.93846
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-5.565792,20.625927
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-5.506138,20.50089
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-5.41667,20.31336
6.9856644e-05,6.520748e-05
-3.0603383,15.374401
-5.41667,20.31336
6.9856644e-05,6.520748e-05
-3.0603383,15.374401
-5.41667,20.31336
6.9856644e-05,6.520748e-05
-3.0603383,15.374401
-5.5359125,20.5633
6.9856644e-05,6.520748e-05
-3.090153,15.436894
-5.565736,20.62581
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-5.625374,20.750813
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-5.685012,20.875816
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-5.535946,20.563368
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-5.62539,20.750847
6.9856644e-05,6.520748e-05
-3.090153,15.436894
-2.0467174,13.249815
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-2.0765321,13.312307
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-2.1063478,13.374802
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-2.0467174,13.249815
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-1.9572728,13.062335
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-1.927458,12.999842
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-1.8976433,12.937349
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-2.0467174,13.249815
6.9856644e-05,6.520748e-05
-3.0603383,15.374401
-2.0765321,13.312307
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-10.097987,30.125576
6.9856644e-05,6.520748e-05
-3.0305235,15.311909
-10.336531,30.625574
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-10.336531,30.625574
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-10.187455,30.313107
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-8.994653,27.812946
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.994653,27.812946
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.338756,26.438162
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-6.609433,22.813438
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-5.565816,20.625977
6.9856644e-05,6.520748e-05
-3.239228,15.749361
-5.714835,20.938328
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-6.0428,21.625751
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-6.162074,21.875757
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-6.1918974,21.938267
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-6.311181,22.18829
6.9856644e-05,6.520748e-05
-3.239228,15.749361
-6.2515593,22.063322
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-8.100149,25.938032
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-6.549796,22.688435
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-6.0428305,21.625818
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-6.042823,21.625801
6.9856644e-05,6.520748e-05
-3.1199687,15.499389
-6.0726376,21.688293
6.9856644e-05,6.520748e-05
-3.090153,15.436894
-6.1024523,21.750788
6.9856644e-05,6.520748e-05
-1.8976433,12.937349
-1.8678277,12.874855
6.9856644e-05,6.520748e-05
-3.090153,15.436894
-10.753923,31.500444
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-11.081904,32.187904
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-11.111742,32.250443
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-10.753956,31.500511
6.9856644e-05,6.520748e-05
-3.2094128,15.686867
-1.8976433,12.937349
6.9856644e-05,6.520748e-05
-1.8976433,12.937349
-1.8976433,12.937349
6.9856644e-05,6.520748e-05
-3.1497834,15.561881
-1.8976433,12.937349
6.9856644e-05,6.520748e-05
-3.179598,15.624374
-1.8976433,12.937349
6.9856644e-05,6.520748e-05
-3.2690432,15.811854
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
6.9856644e-05,6.520748e-05
